address lat lon tier
上海市杨泰实验学校 31.37289486725781 121.44639498638665 tierB 
上海市万里城实验学校 31.27046894563917 121.42561170027726 tierC 
上海市华师大双语 31.23419546336958 121.4127323348585 tierA 
上海市华师大附属紫竹小学 31.23419546336958 121.4127323348585 tierC 
上海市岳阳小学 31.01463606304083 121.23724862297597 tierB 
上海市新梅小学 31.13047034844203 121.39403464465161 tierC 
上海市同济大学附属奉贤存志学校 31.26802786820465 121.46556797003888 tierB 
上海市金山区第一实验小学 30.90531029443475 121.17861047318443 tierA 
上海大学附属中学实验学校 31.32005764915826 121.40221497394768 tierB 
上海市洋泾-菊园实验学校 31.23399175146108 121.51797699993256 tierC 
上海市打虎山路第一小学 31.280277675865413 121.51375981488542 tierA 
上海市工商附小 31.055213139675725 121.7606128215691 tierC 
上海市五角场小学 31.306167668518032 121.518841798647 tierC 
上海对外经贸大学附属松江实验学校 31.019265816320743 121.19135796735434 tierC 
上海市市东实验学校小学部（原市东小学） 31.18704683784799 121.52045497568183 tierC 
上海市康宁科技实小 31.18258359262652 121.41262166361966 tierC 
上海市徐泾小学 31.17398567232305 121.27748696066772 tierC 
上海市和衷小学 31.38878292666276 121.50587403996607 tierB 
上海市私立永昌学校 31.215688831243277 121.47163198138398 tierB 
上海市玉屏南路小学 31.21858408736286 121.41326583850088 tierC 
上海市子长学校 31.26955772555383 121.43892494725735 tierC 
上海市徐教院附小 31.140300859704947 121.44496093147053 tierC 
上海市莘庄镇小学 31.10969157034631 121.38340742097694 tierB 
上海市启新小学 31.137130876420972 121.42601000894038 tierC 
上海市田家炳小学 31.235929042252014 121.48053886017651 tierC 
上海师范大学附属第三小学 31.167917854112982 121.42530995945646 tierB 
上海市四川北路小学 31.262941069897533 121.48962159754383 tierC 
上海市高境二小 31.32447747320265 121.4869251835386 tierC 
上海市上外尚阳外国语学校 31.266252288646427 121.38025796185893 tierC 
上海市彭浦实验小学 31.32261204319438 121.45675703027482 tierB 
上海市宏星小学 31.28761040290212 121.49639718632747 tierB 
上海市明强小学 31.159524858343058 121.36766497623677 tierA 
上海师范大学第三附属实验学校 31.167917854112982 121.42530995945646 tierB 
上海市虎林路小学 31.34878811776672 121.45884729736598 tierB 
上海市华坪小学 31.00755814727065 121.42921821723873 tierB 
上海市黄埔上外 23.187491541424553 113.48707083968644 tierA 
上海市黄教院附属中山学校 31.01613662997206 121.23109073870506 tierC 
上海市中远实验学校 31.257647850705823 121.44283095927581 tierB 
上海外国语西外外语学校 31.235929042252014 121.48053886017651 tierC 
上海市外高桥保税区实验小学 31.344527890530387 121.59332902204274 tierC 
上海市开元小学 31.2177115051986 121.43293037492816 tierC 
上海市威宁小学 31.21428386629314 121.39131215014253 tierC 
上海市上外嘉定外国语学校 31.331918847938734 121.16875696004549 tierB 
上海市上理工附小 31.29795785486744 121.54627200654694 tierB 
上海市红旗小学小学 31.304789903160902 121.48835995709914 tierB 
上海市虹口一中心 31.269746698931357 121.51158645453457 tierB 
上海市卢湾二中心 31.15802526304729 121.09590168826973 tierA 
上海市上南二村小学 31.178879545563124 121.50516321081604 tierC 
上海市中科院上海实验学校 31.385616352176637 121.23881194405497 tierA 
上海市澧溪小学 31.115044890889894 121.58566899129805 tierC 
上海市文来实验小学 31.14337183349504 121.10282995934601 tierC 
上海市青教院附属小学 31.235929042252014 121.48053886017651 tierB 
上海市毓秀学校 31.163211824853082 121.15343797652272 tierC 
上海市虎林路三小 31.342190119216344 121.46490088746886 tierC 
上海市杨教院实验学校小学部 31.18704683784799 121.52045497568183 tierC 
上海市曹杨新村六小 31.244863357248565 121.41047848633396 tierC 
上海市西康路三小 31.24572542085298 121.469787760172 tierC 
上海市南翔小学 31.30554088113529 121.31535799384902 tierC 
上海市建青实验学校 31.1984084672221 121.40725940853896 tierB 
上海市曹杨中学附属学校 31.243292727786653 121.36580548383111 tierC 
上海市朝春中心小学 31.24730287864888 121.41342995891755 tierB 
上海市平凉路三小 31.280952854279093 121.55771803569398 tierC 
上海市建设中心校 31.235929042252014 121.48053886017651 tierB 
上海市杨浦小学 31.306561278968633 121.53200278284314 tierB 
上海实验学校 31.188382703919245 121.51531226646776 tierA 
上海市虹桥小学 31.18370473372026 121.71651230916774 tierC 
上海市东华大学附属实验学校 31.042279833218476 121.19016995831738 tierC 
上海市普教院附校 31.24473685266301 121.45228499595449 tierC 
上海市莲溪小学 31.184725612313443 121.56428554727742 tierC 
上海市虹口三中心 31.269746698931357 121.51158645453457 tierA 
上海市北蔡镇中心小学 31.189776704694957 121.55984567229436 tierC 
上海市七宝实验小学 31.165550732366277 121.3900679970112 tierB 
上海市园西小学 31.199323855553768 121.67903949481901 tierC 
上海市包玉刚实验学校 31.230808106661694 121.43959409503171 tierB 
上海市九亭小学 31.144967859512256 121.31996603162354 tierB 
上海市惠南小学 31.07350484092121 121.74951497563772 tierC 
上海市真如文英小学 31.25440188115689 121.410955037407 tierB 
上海市陈鹤琴小学 31.229248511921735 121.46204553447315 tierC 
上海市闵行区实验小学 31.162669055867156 121.4078582189919 tierA 
上海市宝山三中心 31.343191170922037 121.44836245511462 tierB 
上海市华师大四附校 31.23419546336958 121.4127323348585 tierC 
上海市复旦大学附属小学 31.29794666955267 121.5119502682661 tierB 
上海市浦明师范附属小学 31.235929042252014 121.48053886017651 tierB 
上海市嘉定世界外国语学校 31.311823759794283 121.27896925458973 tierA 
上海市中原路小学 31.333776766201744 121.54136123981556 tierC 
上海市江川路小学 31.01241294559462 121.42615993612999 tierB 
上海市扬波外国语小学 31.270754447605565 121.45352654399983 tierB 
上海小学 31.1447299563092 121.44258805746593 tierB 
上海市大华小学 31.28243227339944 121.43002022439802 tierC 
上海市上外附属双语学校 31.286339910296952 121.53424701949872 tierC 
上海市娄塘学校 31.438567245840574 121.22056053202544 tierC 
上海市新世纪小学 31.21084536942647 121.44345195787487 tierB 
上海市南桥小学 30.937231464971763 121.47127679138534 tierA 
上海市竹园小学 31.23709230831558 121.5369722987549 tierB 
上海市上师大一附小 31.167917854112982 121.42530995945646 tierB 
上海市西郊学校 31.20924660373644 121.36768303217751 tierC 
上海市天山路第一小学 31.223765600201883 121.43246882555712 tierB 
上海市田园外语实验小学 31.081591842630406 121.41166200384336 tierB 
上海市虹口实验学校 31.294956053985068 121.50363483382135 tierB 
上海市华师附属外国语学校 31.331918847938734 121.16875696004549 tierC 
上海市怀德路第一小学 31.259482861787955 121.53212099984826 tierC 
上海市广育小学 31.408561384288088 121.49265098285919 tierB 
上海市莘松小学 31.12196526375711 121.37071041157668 tierC 
上海市华师大附属小学 31.23419546336958 121.4127323348585 tierA 
上海市中山北路小学 31.34989169270411 121.59772631734462 tierC 
上海市曹光彪小学 31.241147879465593 121.47892002381698 tierB 
上海市莘城学校 31.105587872925863 121.39605798798229 tierC 
上海市张江高科实验小学 31.20697140793526 121.60045096778694 tierC 
上海市建平实验小学 31.264602844548918 121.57889495927785 tierB 
上海市解放路小学 30.917787499958216 121.46038914894329 tierB 
上海市求知小学 31.171341859575893 121.43480100632213 tierB 
上海市枫泾小学 30.89673321868476 121.02493510382874 tierC 
上海市徽宁路三小 31.217009774002378 121.4991417791521 tierB 
上海市红星小学 31.34070210888676 121.46279642804893 tierB 
上海市普通小学 31.39048989901316 121.26187396175153 tierA 
上海市广灵路小学 31.28742486021564 121.48498098092335 tierA 
上海市元培学校 31.260256506727316 121.56748647930114 tierC 
上海市武宁路小学 31.246500877670783 121.43004600576617 tierB 
上海市杨行中心小学 31.010911158803115 121.43420300434414 tierC 
上海市曲阳三小 31.34215953132341 121.4485778687759 tierB 
上海市沪东外国语学校 31.286229971910565 121.50400825942185 tierC 
上海市宋庆龄学校 31.14721489081557 121.24772403301947 tierA 
上海市长青小学 31.23202246201355 121.5255208797748 tierB 
上海市新世界实验小学 31.168657494989187 121.50977322486268 tierB 
上海市江海小学 22.56611545182351 113.11755718014552 tierC 
上海市培佳双语学校 31.271813883762512 121.44655497459799 tierB 
上海市福山实验学校 31.027187275532132 121.41817112556866 tierC 
上海市华附实小 31.235929042252014 121.48053886017651 tierC 
上海市海棠小学 30.745878589421032 121.35987837424572 tierA 
上海市北郊学校 31.281709887737133 121.49925559446021 tierB 
上海市上南实验小学 31.1776748510554 121.49931596059048 tierC 
上海市绿苑小学 31.217626964201035 121.36767180335863 tierB 
上海市龚路中心小学 31.27355039169409 121.69112583613357 tierC 
上海市苏民学校 31.299331864164476 121.31244200433308 tierC 
上海科技大学附属学校 31.169523890920473 121.61560996309836 tierB 
上海市静教院 31.235929042252014 121.48053886017651 tierA 
上海市松江区实验小学 31.021324752566183 121.19848647072875 tierA 
上海市协和双语小学 31.630023192502463 121.41588700414843 tierC 
上海市金山世外 30.747852376570318 121.34848004512126 tierB 
上海市政立路二小 31.31369398814535 121.5113996051919 tierC 
上海市适存小学 31.21922188094861 121.37634799729621 tierB 
上海市崇明路小学 31.251891926999615 121.49150887723381 tierB 
上海市中山小学 31.01126492308635 121.24792210938442 tierB 
上海市中山北路一小 31.34989169270411 121.59772631734462 tierB 
上海市二师附小 31.2825578782823 121.50596800272243 tierA 
上海市青浦实验小学 31.14337183349504 121.10282995934601 tierA 
上海市崇明实验小学 31.62660458890522 121.40078460208414 tierA 
上海市安亭小学 31.308217232316306 121.16004618134579 tierC 
上海市昌邑小学 31.187095030375872 121.543783161301 tierB 
上海市同济小学 31.29038879302009 121.51579205144063 tierC 
上海市浦东南路小学 31.206768794999583 121.53304939859284 tierC 
上海市上大附中实验学校 31.28837671729261 121.41430940001182 tierC 
上海市裘锦秋实验学校 31.246156333900647 121.47188997472645 tierC 
上海市沪太新村第一小学 31.27237338157811 121.44551392834246 tierC 
上海市交大附小 31.198441518348385 121.43403232629724 tierC 
上海市田林四小 31.289531461657724 121.49585407081612 tierB 
上海市南码头小学 31.205505851742988 121.51486302388221 tierC 
上海市华师大宝山实验学校 31.41074568431403 121.49270928288679 tierC 
上海市闵行中心小学 31.010911158803115 121.43420300434414 tierB 
上海市庆华小学 31.241754567476203 121.73314614246544 tierC 
上海市航华一小 31.254211101693368 121.4829279036803 tierB 
上海市崇明东门小学 31.6242378185904 121.47008429082085 tierB 
上海市汇师小学 31.194441938514103 121.43936655424604 tierA 
上海市世界外国语小学 31.161281836548316 121.42679997880585 tierA 
上海市北门小学 31.63272331925799 121.40501005154196 tierC 
上海市宝山二中心小学 31.33218341887152 121.44048521409762 tierC 
上海市迎园小学 31.390885773406456 121.27152005614823 tierC 
上海市新普陀小学 31.243700882497762 121.39637598813283 tierB 
上海市华亭学校 31.473625090453513 121.29344329194979 tierC 
上海市同济大学嘉定黄渡小学 31.28283485651164 121.21626196049911 tierC 
上海市师专附小 31.235929042252014 121.48053886017651 tierB 
上海市西门小学 31.632447691511203 121.39892385205077 tierC 
上海市上外松江外国语学校 31.058978829499573 121.23029097730952 tierA 
上海市沪太路一小 31.28879594090885 121.42945270551921 tierC 
上海市江川路小学 31.01241294559462 121.42615993612999 tierB 
上海市虹口四中心 31.269746698931357 121.51158645453457 tierA 
上海市上音实验学校小学部 31.18704683784799 121.52045497568183 tierB 
上海市上师大附属康城实验学校 31.180476821330494 121.43113591984142 tierB 
上海市静安区第四中心小学 31.313361846312056 121.45315599297696 tierC 
上海市进才实验小学 31.236165401796402 121.56765598955087 tierB 
上海市中州路小学 31.258557132371404 121.4892449236706 tierB 
上海市古华小学 30.921820335729528 121.47653438758599 tierC 
上海市复旦科技园实验学校小学部 31.294956053985068 121.50363483382135 tierB 
上海市龙柏第一小学 31.189088897263755 121.37160898657832 tierC 
上海市民办华二宝山实验学校 31.370163873506918 121.36502800041221 tierB 
上海市宝山一中心 31.41027947347614 121.4965630135246 tierA 
上海市行知小学 31.288176980864897 121.42016437566475 tierC 
上海市华漕小学 31.22961936480122 121.28511456258347 tierC 
上海市长征中心小学 31.24489075754809 121.37785238953377 tierB 
上海市嘉定实验小学 31.40437586001493 121.25929798087112 tierB 
上海市虹外一小 31.254211101693368 121.4829279036803 tierC 
上海市上师大附属卢湾实验小学 31.21453688044197 121.48867903521628 tierB 
上海市平阳小学 31.14117787157474 121.39752402257457 tierB 
上海市同济附属实验学 31.129506838681696 121.33711701940335 tierB 
上海市愚园路第一小学 31.223765600201883 121.43246882555712 tierA 
上海市明星学校 31.136242699374247 121.381991332171 tierC 
上海市御桥小学 31.17975202606664 121.57354366352438 tierC 
上海市浦东二中心小学 31.242277890613895 121.5559269941682 tierB 
上海市万航渡路小学 31.232887114176293 121.4380155925896 tierB 
上海市练川实验学校 31.384146970736317 121.27334918582764 tierC 
上海市华理附小 31.235929042252014 121.48053886017651 tierC 
上海市江宁学校 31.253592840813138 121.44299804410069 tierB 
上海市金卫小学 30.73539715583127 121.32514503238022 tierC 
上海市康健外国语小学 31.20588807224401 121.50012138131073 tierB 
上海市徐汇实验小学 31.144082460939714 121.45956621126561 tierC 
上海市六师附小 31.235929042252014 121.48053886017651 tierA 
上海市平南小学 31.159938708741663 121.39921130981396 tierB 
上海市田林第三小学 31.17725644452629 121.43381457704163 tierB 
上海市上外临港外国语学校 31.331918847938734 121.16875696004549 tierC 
上海市复旦小学 31.20875290036372 121.43792998407447 tierC 
